sampleID.x,points,individualID,uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,measuredBy,recordedBy,dataQF,api.utmZone,geoEasting,geoNorthing,adjCoordinateUncertainty,adjDecimalLatitude,adjDecimalLongitude,api.elevation,adjElevationUncertainty,collectDate,nitrogenPercent,carbonPercent,CNratio,extractChlAConc,extractChlBConc,extractCarotConc,dryMass,plantStatus,ligninPercent,cellulosePercent,leafArea,leafMassPerArea,dryMassFraction,plotType,subtype,plotLatitude,plotLongitude,datum,utmZone,plotEasting,plotNorthing,horzUncert,crdSource,elevation,vertUncert,nlcdClass,appMods,geometry,shpEasting,shpNorthing,longitude,latitude,H,DTM,ope,ect
CFC.JORN010.PRGL2-2.20170823,JORN_010.basePlot.vst.31,NEON.PLA.D14.JORN.02690,4e07b699-fd02-4b69-8bfa-f9245e98dfcd,JORN_010.basePlot.vst,8/23/17,vst_JORN_2017,D14,JORN,JORN_010,32,NaN,31,16.3,30.4,NA,NA,NA,NEON.DOC.000987vG,PRGL2,Prosopis glandulosa Torr.,species,kring@field-ops.org,aalvarez@battelleecology.org,NA,13N,3611597.413,326638.655,0.7,32.628246,-106.848044,1331.86,1.13,2017-08-23T14:47:00Z,3.26,49.45,15.17,8.575,2,1.916,1.127,Live,14.1,21.9,10121,111.352633,0.494298246,distributed,basePlot,32.628246,-106.848044,WGS84,13N,326630.4,3611583.375,0.1,Geo 7X (H-Star),1331.86,0.13,shrubScrub,cdw|cfc|dhp|hbp|vst,"c(-106.848044, 32.628246)",326638.6484,3611597.434,-106.8479588,32.62837424,0,1333.141251,4.278125003,188.6059999
CFC.JORN010.PRGL2-3.20170823,JORN_010.basePlot.vst.31,NEON.PLA.D14.JORN.02689,743eea7c-f0ab-40d6-bb73-dbda1c468764,JORN_010.basePlot.vst,8/23/17,vst_JORN_2017,D14,JORN,JORN_010,32,NaN,31,11.5,38.1,NA,NA,NA,NEON.DOC.000987vG,PRGL2,Prosopis glandulosa Torr.,species,kring@field-ops.org,aalvarez@battelleecology.org,NA,13N,3611592.404,326637.5026,0.7,32.628246,-106.848044,1331.86,1.13,2017-08-23T15:05:00Z,2.47,49.66,20.07,4.125,0.914,1.313,1.089,Live,13.53,18.37,6934,157.052207,0.576190476,distributed,basePlot,32.628246,-106.848044,WGS84,13N,326630.4,3611583.375,0.1,Geo 7X (H-Star),1331.86,0.13,shrubScrub,cdw|cfc|dhp|hbp|vst,"c(-106.848044, 32.628246)",326637.4959,3611592.425,-106.8479701,32.62832889,0,1333.083122,4.149375029,55.31687576
CFC.KONZ025.JUNI-2.20170531,KONZ_025.basePlot.vst.49,NEON.PLA.D06.KONZ.05405Z,d68b6be2-556c-4a66-bca6-3dded24d74ce,KONZ_025.basePlot.vst,1/9/18,vst_KONZ_2018,D06,KONZ,KONZ_025,40,NaN,49,5.1,108,NA,NA,NA,NEON.DOC.000987vG,JUNI,Juglans nigra L.,species,kkelly@battelleecology.org,atajchman@battelleecology.org,NA,14N,4331076.492,707854.4758,0.7,39.104086,-96.59628,339.71,1.1,2017-05-31T14:42:00Z,2.97,46.34,15.59,1.931,0.494,0.6,0.38,Live,8.13,14.08,10589.68,35.883993,0.313014827,distributed,basePlot,39.104086,-96.59628,WGS84,14N,707849.615,4331078.115,0.1,Geo 7X (H-Star),339.71,0.1,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-96.59628, 39.104086)",707854.4654,4331076.539,-96.59622454,39.10407108,11.72999954,351.4187508,6.508687481,153.46
CFC.KONZ025.QUMU-1.20170531,KONZ_025.basePlot.vst.51,NEON.PLA.D06.KONZ.05402Z,09595261-a74a-49de-b3f0-496172431cf2,KONZ_025.basePlot.vst,1/9/18,vst_KONZ_2018,D06,KONZ,KONZ_025,41,NaN,51,3.5,178.5,NA,NA,NA,NEON.DOC.000987vG,QUMU,Quercus muehlenbergii Engelm.,species,kkelly@battelleecology.org,atajchman@battelleecology.org,NA,14N,4331075.438,707869.9446,0.7,39.104089,-96.596046,339.44,1.1,2017-05-31T14:39:00Z,2.505,48.83,19.49,3.156,0.613,0.841,1.874,Live,18.64,17.06,19484.08,96.181087,0.59968,distributed,basePlot,39.104089,-96.596046,WGS84,14N,707869.845,4331078.892,0.1,Geo 7X (H-Star),339.44,0.1,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-96.596046, 39.104089)",707869.9366,4331075.393,-96.59604612,39.10405708,8.409999847,347.7575016,5.578562498,184.9681883
CFC.LENO001.FRPE-2.20180508,LENO_001.basePlot.vst.41,NEON.PLA.D08.LENO.01188Z,0017c171-ac41-41e1-9b8e-2f8288954404,LENO_001.basePlot.vst,5/8/18,vst_LENO_2018,D08,LENO,LENO_001,23,NaN,41,12.5,94.3,NA,NA,NA,NEON.DOC.000987vG,FRPE,Fraxinus pennsylvanica Marshall,species,cbarefoot@battelleecology.org,kparis@battelleecology.org,NA,16N,3521602.356,388565.0875,0.82,31.824646,-88.177622,12.77,1.37,2018-05-08T18:01:00Z,2.78,47.64,17.13,16,4.608,4.232,0.5924,"Live, other damage",24.27,19.94,275545.3,2.149919,0.287419339,distributed,basePlot,31.824646,-88.177622,WGS84,16N,388552.607,3521603.258,0.22,GeoXH 6000,12.77,0.37,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.177622, 31.824646)",388565.0718,3521602.321,-88.17749037,31.82463845,17.48399925,23.32499993,1.588624982,276.3512506
CFC.LENO001.FRPE-3.20180508,LENO_001.basePlot.vst.41,NEON.PLA.D08.LENO.00977,3dcd91b7-783c-48bc-aaee-e4b811ebf026,LENO_001.basePlot.vst,8/28/17,vst_LENO_2017,D08,LENO,LENO_001,41,1,41,1.7,1.5,NA,NA,NA,NEON.DOC.000987vG,FRPE,Fraxinus pennsylvanica Marshall,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3521604.993,388552.6672,0.82,31.824646,-88.177622,12.77,1.37,2018-05-08T18:22:00Z,2.94,47.28,16.11,14.72,4.408,3.808,0.8662,Live,22.31,19.76,20388.98,42.483734,0.132964924,distributed,basePlot,31.824646,-88.177622,WGS84,16N,388552.607,3521603.258,0.22,GeoXH 6000,12.77,0.37,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.177622, 31.824646)",388552.6515,3521604.957,-88.17762189,31.82466101,26.3579998,26.27793741,1.208312511,305.685437
CFC.LENO001.PLOC-1.20180508,LENO_001.basePlot.vst.51,NEON.PLA.D08.LENO.01187Z,13743856-fd5e-4cb8-bda3-7ca5098c95bb,LENO_001.basePlot.vst,5/8/18,vst_LENO_2018,D08,LENO,LENO_001,41,NaN,51,8.3,131.2,NA,NA,NA,NEON.DOC.000987vG,PLOC,Platanus occidentalis L.,species,cbarefoot@battelleecology.org,kparis@battelleecology.org,NA,16N,3521607.243,388569.6658,0.76,31.824732,-88.177509,11.84,1.17,2018-05-08T17:16:00Z,2,49.26,24.68,8.8,2.637,1.908,1.6631,Live,29.12,21.24,26826.396,61.99491,0.382392164,distributed,basePlot,31.824732,-88.177509,WGS84,16N,388563.427,3521612.733,0.16,GeoXH 6000,11.84,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.177509, 31.824732)",388569.672,3521607.266,-88.17744233,31.8246835,17.63400078,19.1178748,1.487875024,287.6910582
CFC.LENO002.CACA18-2.20180430,LENO_002.basePlot.vst.51,NEON.PLA.D08.LENO.00016,fdead033-ad7e-4a1d-9c87-1582194bcf57,LENO_002.basePlot.vst,8/21/17,vst_LENO_2017,D08,LENO,LENO_002,32,2,51,14.6,209,NA,NA,NA,NEON.DOC.000987vG,CACA18,Carpinus caroliniana Walter,species,kparis@battelleecology.org,kparis@battelleecology.org,NA,16N,3519650.594,386995.4587,0.74,31.806995,-88.193773,9.73,1.16,2018-04-30T13:52:00Z,1.68,46.74,27.84,5.03,1.78,2.254,1.1488,Live,6.05,16.45,19582.498,58.66463,0.470222259,distributed,basePlot,31.806995,-88.193773,WGS84,16N,387002.501,3519663.318,0.14,GeoXH 6000,9.73,0.16,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.193773, 31.806995)",386995.4228,3519650.549,-88.19384666,31.80687871,30.8939991,26.51337492,1.124749995,164.4038768
CFC.LENO002.QUPH-1.20180430,LENO_002.basePlot.vst.49,NEON.PLA.D08.LENO.00025,9307d270-c091-4c39-a701-dd8095d57a9a,LENO_002.basePlot.vst,8/21/17,vst_LENO_2017,D08,LENO,LENO_002,40,2,49,7.5,127.8,NA,NA,NA,NEON.DOC.000987vG,QUPH,Quercus phellos L.,species,kparis@battelleecology.org,kparis@battelleecology.org,NA,16N,3519660.313,386988.788,0.85,31.807007,-88.193981,12.37,1.37,2018-04-30T13:45:00Z,1.89,49.85,26.4,5.51,1.32,1.909,1.4292,Live,27.66,20.08,15379.877,92.926621,0.457431827,distributed,basePlot,31.807007,-88.193981,WGS84,16N,386982.854,3519664.951,0.25,GeoXH 6000,12.37,0.37,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.193981, 31.807007)",386988.7802,3519660.354,-88.19391796,31.8069665,36.27600098,41.37918746,1.490749996,173.5333748
CFC.LENO003.QUPA5-2.20180430,LENO_003.basePlot.vst.41,NEON.PLA.D08.LENO.00079,e4319481-12a0-43fa-8874-2ac5826d58b8,LENO_003.basePlot.vst,8/21/17,vst_LENO_2017,D08,LENO,LENO_003,41,2,41,8,65.5,NA,NA,NA,NEON.DOC.000987vG,QUPA5,Quercus pagoda Raf.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3519807.347,387537.6425,0.77,31.808316,-88.188214,10.32,1.24,2018-04-30T14:04:00Z,1.83,49.2,27.06,7.165,1.816,1.926,1.02215,Live,26.24333333,23.20666667,12013.7385,85.0472035,0.454664383,distributed,basePlot,31.808316,-88.188214,WGS84,16N,387530.356,3519804,0.17,GeoXH 6000,10.32,0.24,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.188214, 31.808316)",387537.6357,3519807.318,-88.18813756,31.80834638,35.82300186,42.59381247,1.245937498,185.2306875
CFC.LENO003.QUPA5-3.20180430,LENO_003.basePlot.vst.41,NEON.PLA.D08.LENO.00079,e4319481-12a0-43fa-8874-2ac5826d58b8,LENO_003.basePlot.vst,8/21/17,vst_LENO_2017,D08,LENO,LENO_003,41,2,41,8,65.5,NA,NA,NA,NEON.DOC.000987vG,QUPA5,Quercus pagoda Raf.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3519807.347,387537.6425,0.77,31.808316,-88.188214,10.32,1.24,2018-04-30T14:04:00Z,1.83,49.2,27.06,7.165,1.816,1.926,1.02215,Live,26.24333333,23.20666667,12013.7385,85.0472035,0.454664383,distributed,basePlot,31.808316,-88.188214,WGS84,16N,387530.356,3519804,0.17,GeoXH 6000,10.32,0.24,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.188214, 31.808316)",387537.6357,3519807.318,-88.18813756,31.80834638,35.82300186,42.59381247,1.245937498,185.2306875
CFC.LENO004.CELA-1.20180502,LENO_004.basePlot.vst.31,NEON.PLA.D08.LENO.11700Z,288f8d1e-eb49-4f29-941a-6115542e9205,LENO_004.basePlot.vst,5/2/18,vst_LENO_2018,D08,LENO,LENO_004,21,NaN,31,5.1,272.7,NA,NA,NA,NEON.DOC.000987vG,CELA,Celtis laevigata Willd.,species,kparis@battelleecology.org,kcovington@battelleecology.org,NA,16N,3521201.981,388088.8149,0.9,31.820979,-88.182422,12.26,1.15,2018-05-02T15:18:00Z,2.625,42.185,16.09,12.58,3.42,3.872,0.7272,Live,5.86,16.06,15959.01,45.566736,0.422938234,distributed,basePlot,31.820979,-88.182422,WGS84,16N,388093.898,3521201.766,0.3,GeoXH 6000,12.26,0.15,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.182422, 31.820979)",388088.8037,3521202.006,-88.18247597,31.82098089,22.4470005,26.31618738,1.06743751,199.7276226
CFC.LENO004.QUPH-2.20180502,LENO_004.basePlot.vst.49,NEON.PLA.D08.LENO.01203Z,e5f7a234-3ff9-49a6-9c51-a61e895183ea,LENO_004.basePlot.vst,5/2/18,vst_LENO_2018,D08,LENO,LENO_004,39,3,49,3.4,333.7,NA,NA,NA,NEON.DOC.000987vG,QUPH,Quercus phellos L.,species,kparis@battelleecology.org,kcovington@battelleecology.org,NA,16N,3521227.5,388093.8805,0.8,31.821184,-88.182409,14.78,1.26,2018-05-02T15:22:00Z,2.22,48.86,21.96,9.03,2.17,2.465,1.0173,Live,22.64,19.27,13636.547,74.600997,0.433207001,distributed,basePlot,31.821184,-88.182409,WGS84,16N,388095.411,3521224.452,0.2,GeoXH 6000,14.78,0.26,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.182409, 31.821184)",388093.9046,3521227.5,-88.18242501,31.82121135,31.3920002,39.67412531,1.14750001,244.0387535
CFC.LENO005.PLOC-1.20180502,LENO_005.basePlot.vst.51,NEON.PLA.D08.LENO.00178,14e53e02-19b1-4b46-b346-5ecb808b5208,LENO_005.basePlot.vst,8/22/17,vst_LENO_2017,D08,LENO,LENO_005,41,2,51,6.5,203.6,NA,NA,NA,NEON.DOC.000987vG,PLOC,Platanus occidentalis L.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3521967.45,388198.0486,0.74,31.82795,-88.181383,14.45,1.18,2018-05-02T15:07:00Z,1.83,49.66,27.08,8.73,2.314,1.96,1.0759,Live,26.56,20.78,18331.901,58.69004,0.366463435,distributed,basePlot,31.82795,-88.181383,WGS84,16N,388200.669,3521973.352,0.14,GeoXH 6000,14.45,0.18,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.181383, 31.82795)",388198.0667,3521967.396,-88.18140961,31.82789553,30.20299911,41.30800009,0.909249989,249.7698766
CFC.LENO005.PLOC-2.20180502,LENO_005.basePlot.vst.51,NEON.PLA.D08.LENO.00190,48f0ba58-d961-414a-b752-9ec6fab61504,LENO_005.basePlot.vst,8/22/17,vst_LENO_2017,D08,LENO,LENO_005,41,4,51,2,187.2,NA,NA,NA,NEON.DOC.000987vG,PLOC,Platanus occidentalis L.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3521971.422,388200.4002,0.74,31.82795,-88.181383,14.45,1.18,2018-05-02T15:08:00Z,1.91,49.01,25.66,11.04,2.566,2.494,0.7308,Live,28.61,22.66,15222.999,48.006309,0.295870445,distributed,basePlot,31.82795,-88.181383,WGS84,16N,388200.669,3521973.352,0.14,GeoXH 6000,14.45,0.18,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.181383, 31.82795)",388200.4183,3521971.368,-88.18138522,31.82793159,27.77799988,36.14318782,2.657500006,235.9677496
CFC.LENO005.QUPA5-3.20180502,LENO_005.basePlot.vst.51,NEON.PLA.D08.LENO.11698Z,24e773a0-f73d-444f-91d2-3e28c011c4fa,LENO_005.basePlot.vst,5/2/18,vst_LENO_2018,D08,LENO,LENO_005,41,NaN,51,7.8,354.4,NA,NA,NA,NEON.DOC.000987vG,QUPA5,Quercus pagoda Raf.,species,kparis@battelleecology.org,kcovington@battelleecology.org,NA,16N,3521981.169,388199.8897,0.74,31.82795,-88.181383,14.45,1.18,2018-05-02T15:09:00Z,2.48,49.65,19.99,9.71,2.625,2.236,1.4727,Live,20.92,23.14,23267.775,63.293547,0.405333994,distributed,basePlot,31.82795,-88.181383,WGS84,16N,388200.669,3521973.352,0.14,GeoXH 6000,14.45,0.18,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.181383, 31.82795)",388199.9079,3521981.115,-88.18139174,31.82801946,19.93199921,24.87506253,2.498812491,136.6279382
CFC.LENO006.QUMI-1.20180430,LENO_006.basePlot.vst.33,NEON.PLA.D08.LENO.00652,0874ae68-834d-420f-a967-21b9883497a8,LENO_006.basePlot.vst,8/23/17,vst_LENO_2017,D08,LENO,LENO_006,32,2,33,3.7,303.9,NA,NA,NA,NEON.DOC.000987vG,QUMI,Quercus michauxii Nutt.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3520453.455,387625.7219,0.77,31.814165,-88.187249,11.65,1.2,2018-04-30T14:07:00Z,2.24,49.35,22.06,10.42,2.68,2.829,1.5427,Live,18.54,20.76,25353.954,60.846525,0.455302069,distributed,basePlot,31.814165,-88.187249,WGS84,16N,387628.787,3520451.412,0.17,GeoXH 6000,11.65,0.2,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.187249, 31.814165)",387625.716,3520453.476,-88.18728174,31.81418349,32.60900116,40.30887485,1.481312485,172.7039982
CFC.LENO006.QUMI-2.20180430,LENO_006.basePlot.vst.31,NEON.PLA.D08.LENO.00647,5cdcb1f6-2a93-4667-9e4f-7d146675f74a,LENO_006.basePlot.vst,8/23/17,vst_LENO_2017,D08,LENO,LENO_006,31,2,31,8.2,70,NA,NA,NA,NEON.DOC.000987vG,QUMI,Quercus michauxii Nutt.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3520454.542,387615.0131,0.77,31.814166,-88.187476,13.72,1.21,2018-04-30T14:08:00Z,2.34,50,21.41,8,1.598,2.528,1.6515,Live,18.52,20.605,19692.233,83.865552,0.456240676,distributed,basePlot,31.814166,-88.187476,WGS84,16N,387607.305,3520451.79,0.17,GeoXH 6000,13.72,0.21,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.187476, 31.814166)",387615.0105,3520454.595,-88.18739496,31.81419253,36.11999893,45.46943712,0.914937505,146.3231249
CFC.LENO006.QUPA5-3.20180430,LENO_006.basePlot.vst.41,NEON.PLA.D08.LENO.00667,ba5600d5-c95f-4011-aa57-95c8af5242f8,LENO_006.basePlot.vst,8/23/17,vst_LENO_2017,D08,LENO,LENO_006,41,1,41,4,54.6,NA,NA,NA,NEON.DOC.000987vG,QUPA5,Quercus pagoda Raf.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3520464.465,387621.6631,0.76,31.814261,-88.18736,11.57,1.19,2018-04-30T14:09:00Z,1.95,49.91,25.55,9.11,2.014,2.438,1.0505,Live,26.09,23.46,11524.63,91.152601,0.482013398,distributed,basePlot,31.814261,-88.18736,WGS84,16N,387618.433,3520462.144,0.16,GeoXH 6000,11.57,0.19,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-88.18736, 31.814261)",387621.6935,3520464.461,-88.1873255,31.81428219,36.44300079,39.56206262,0.873062501,97.80862522
CFC.LENO007.LIST2-2.20180502,LENO_007.basePlot.vst.51,NEON.PLA.D08.LENO.00799,8e4a5400-cfad-4ffe-a9b9-1a9223076bd0,LENO_007.basePlot.vst,8/24/17,vst_LENO_2017,D08,LENO,LENO_007,41,3,51,7.8,243.4,NA,NA,NA,NEON.DOC.000987vG,LIST2,Liquidambar styraciflua L.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3520288.119,386212.3665,0.78,31.812584,-88.202119,11.3,1.35,2018-05-02T14:58:00Z,2.45,50.3,20.51,6.09,1.351,1.606,0.8899,Live,25.38,22.44,18439.01,48.26181,0.268203737,distributed,basePlot,31.812584,-88.202119,WGS84,16N,386219.336,3520291.661,0.18,GeoXH 6000,11.3,0.35,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-88.202119, 31.812584)",386212.3616,3520288.168,-88.20219232,31.81255225,23.72900009,29.11543751,1.373624995,273.6673775
CFC.LENO007.QULA3-1.20180502,LENO_007.basePlot.vst.49,NEON.PLA.D08.LENO.00773,895a825b-ccc8-490b-8147-da73f5b88325,LENO_007.basePlot.vst,8/24/17,vst_LENO_2017,D08,LENO,LENO_007,40,3,49,4.6,150.3,NA,NA,NA,NEON.DOC.000987vG,QULA3,Quercus laurifolia Michx.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3520288.501,386201.7496,0.81,31.81259,-88.202329,10.37,1.22,2018-05-02T14:57:00Z,1.53,50.185,32.87,6.44,1.442,1.74,2.1884,Live,19.04,24.77,13261.467,165.019451,0.565253103,distributed,basePlot,31.81259,-88.202329,WGS84,16N,386199.438,3520292.469,0.21,GeoXH 6000,10.37,0.22,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-88.202329, 31.81259)",386201.7171,3520288.473,-88.2023048,31.81255394,29.26199913,38.70637465,1.177562509,243.6334982
CFC.LENO007.QULA3-3.20180502,LENO_007.basePlot.vst.31,NEON.PLA.D08.LENO.00752,b51320f0-90ae-45ca-aadf-3d9d68a3f205,LENO_007.basePlot.vst,8/24/17,vst_LENO_2017,D08,LENO,LENO_007,31,2,31,10,66.4,NA,NA,NA,NEON.DOC.000987vG,QULA3,Quercus laurifolia Michx.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3520275.537,386209.5382,0.79,31.812401,-88.202317,10.67,1.3,2018-05-02T15:01:00Z,1.82,49.78,27.39,8.14,2.049,2.037,1.7489,Live,13.82,20.48,26474.544,66.059684,0.348441983,distributed,basePlot,31.812401,-88.202317,WGS84,16N,386200.35,3520271.486,0.19,GeoXH 6000,10.67,0.3,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-88.202317, 31.812401)",386209.5136,3520275.489,-88.20222092,31.8124376,28.13999939,38.17250037,1.535937488,268.7476273
CFC.LENO009.CACA18-1.20180501,LENO_009.basePlot.vst.41,NEON.PLA.D08.LENO.01206,8de7ab8b-8a48-41dd-9c3d-6184a23e6f89,LENO_009.basePlot.vst,5/1/18,vst_LENO_2018,D08,LENO,LENO_009,32,4,41,10.1,97,NA,NA,NA,NEON.DOC.000987vG,CACA18,Carpinus caroliniana Walter,species,kparis@battelleecology.org,kcovington@battelleecology.org,NA,16N,3520162.812,388197.6293,0.79,31.811628,-88.181313,15.44,1.3,2018-05-01T14:36:00Z,2.18,47.28,21.65,9.28,2.908,2.348,0.9371,Live,6.69,19.28,17068.819,54.901279,0.434123969,distributed,basePlot,31.811628,-88.181313,WGS84,16N,388187.647,3520164.074,0.19,GeoXH 6000,15.44,0.3,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-88.181313, 31.811628)",388197.6717,3520162.843,-88.18120652,31.81161817,38.18799973,41.36606288,1.027000004,277.6095006
CFC.LENO009.LIST2-2.20180501,LENO_009.basePlot.vst.51,NEON.PLA.D08.LENO.11697Z,1f63f826-d6ec-4881-88b0-60898ab07e56,LENO_009.basePlot.vst,5/1/18,vst_LENO_2018,D08,LENO,LENO_009,41,NaN,51,2.4,104.1,NA,NA,NA,NEON.DOC.000987vG,LIST2,Liquidambar styraciflua L.,species,kparis@battelleecology.org,kcovington@battelleecology.org,NA,16N,3520172.63,388202.9068,0.81,31.811712,-88.181177,12.44,1.27,2018-05-01T14:47:00Z,2.47,49.73,20.12,9.74,2.101,2.592,0.8606,Live,14.05,13.67,18572.87,46.336404,0.261978691,distributed,basePlot,31.811712,-88.181177,WGS84,16N,388200.555,3520173.234,0.21,GeoXH 6000,12.44,0.27,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-88.181177, 31.811712)",388202.8827,3520172.649,-88.1811526,31.81170713,36.49700165,41.69037461,0.840000007,133.9808128
CFC.LENO009.QUPA5-3.20180501,LENO_009.basePlot.vst.33,NEON.PLA.D08.LENO.01202,33b59b9a-5764-4674-a8c2-960efc1247c5,LENO_009.basePlot.vst,5/1/18,vst_LENO_2018,D08,LENO,LENO_009,32,2,33,1,352.8,NA,NA,NA,NEON.DOC.000987vG,QUPA5,Quercus pagoda Raf.,species,kparis@battelleecology.org,kcovington@battelleecology.org,NA,16N,3520153.283,388197.765,0.87,31.811523,-88.181203,14.72,1.32,2018-05-01T14:54:00Z,2.15,50.24,23.31,7.29,1.545,1.998,0.8475,Live,24.34,22.61,10132.876,83.638643,0.441544233,distributed,basePlot,31.811523,-88.181203,WGS84,16N,388197.879,3520152.264,0.27,GeoXH 6000,14.72,0.32,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-88.181203, 31.811523)",388197.7537,3520153.256,-88.18120455,31.8115317,41.08000183,48.27493811,1.667687505,198.557498
CFC.LENO011.CELA-1.20180502,LENO_011.basePlot.vst.51,NEON.PLA.D08.LENO.00256,f0ffd755-9268-40b6-b902-af8b71350c31,LENO_011.basePlot.vst,8/22/17,vst_LENO_2017,D08,LENO,LENO_011,41,1,51,8.1,234.5,NA,NA,NA,NEON.DOC.000987vG,CELA,Celtis laevigata Willd.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3521758.485,388043.1645,0.83,31.826039,-88.182953,14.29,1.34,2018-05-02T15:12:00Z,2.82,43,15.26,13.3,3.522,3.566,0.6449,Live,12.7,16.04,14998.279,42.998267,0.365983769,distributed,basePlot,31.826039,-88.182953,WGS84,16N,388049.737,3521763.222,0.23,GeoXH 6000,14.29,0.34,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-88.182953, 31.826039)",388043.1427,3521758.518,-88.18302236,31.82599622,38.44100189,27.7962501,4.12881247,283.4418736
CFC.LENO011.LIST2-2.20180502,LENO_011.basePlot.vst.51,NEON.PLA.D08.LENO.11699Z,eb1baf10-f0ab-4345-a600-73214443eda4,LENO_011.basePlot.vst,5/2/18,vst_LENO_2018,D08,LENO,LENO_011,41,NaN,51,6,273,NA,NA,NA,NEON.DOC.000987vG,LIST2,Liquidambar styraciflua L.,species,kparis@battelleecology.org,kcovington@battelleecology.org,NA,16N,3521763.503,388043.767,0.83,31.826039,-88.182953,14.29,1.34,2018-05-02T15:14:00Z,2.62,49.32,18.82,9.07,2.003,2.704,1.241,Live,17.82,15.62,22924.572,54.134053,0.321294498,distributed,basePlot,31.826039,-88.182953,WGS84,16N,388049.737,3521763.222,0.23,GeoXH 6000,14.29,0.34,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-88.182953, 31.826039)",388043.7452,3521763.536,-88.18301657,31.82604154,26.59799957,32.28631246,6.702875048,279.4107513
CFC.LENO011.QUPH-3.20180502,LENO_011.basePlot.vst.49,NEON.PLA.D08.LENO.00240,9fb89fdf-1f24-4f9d-9f31-e14fd39c1d6a,LENO_011.basePlot.vst,8/22/17,vst_LENO_2017,D08,LENO,LENO_011,40,2,49,9.2,151.3,NA,NA,NA,NEON.DOC.000987vG,QUPH,Quercus phellos L.,species,kparis@battelleecology.org,iahmed@battelleecology.org,NA,16N,3521755.321,388035.627,0.86,31.826039,-88.183149,14.32,1.32,2018-05-02T15:17:00Z,1.96,50.36,25.73,8.92,2.222,2.333,0.9197,Live,22.74,25.87,13734.43,66.963099,0.433085327,distributed,basePlot,31.826039,-88.183149,WGS84,16N,388031.204,3521763.367,0.26,GeoXH 6000,14.32,0.32,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-88.183149, 31.826039)",388035.6221,3521755.297,-88.18310144,31.82596643,36.51200104,42.9661876,6.446812533,314.6333752
